"id";"phenomenonTime";"resultnumber";"resultnumbers";"resultTime";"resultQuality";"validTime";"parameters";"datastream_id";"multidatastream_id";"featureofinterest_id";"temperature";"humidity";"battery"
31526;2021-11-17 05:53:10.000 +0100;;{0.15,13.772,NULL};2021-11-17 05:53:10.000 +0100;"";;"";;2;3;0.15;13.772;
31538;2021-11-17 06:08:18.000 +0100;;{0.2,13.772,100.0};2021-11-17 06:08:18.000 +0100;"";;"";;2;3;0.2;13.772;100.0
31550;2021-11-17 06:23:26.000 +0100;;{0.2,13.652,NULL};2021-11-17 06:23:26.000 +0100;"";;"";;2;3;0.2;13.652;
31561;2021-11-17 06:38:34.000 +0100;;{0.2,13.592,NULL};2021-11-17 06:38:34.000 +0100;"";;"";;2;3;0.2;13.592;
31572;2021-11-17 06:53:43.000 +0100;;{0.2,13.592,NULL};2021-11-17 06:53:43.000 +0100;"";;"";;2;3;0.2;13.592;
31583;2021-11-17 07:08:51.000 +0100;;{0.2,13.592,NULL};2021-11-17 07:08:51.000 +0100;"";;"";;2;3;0.2;13.592;
31594;2021-11-17 07:23:59.000 +0100;;{0.2,13.592,NULL};2021-11-17 07:23:59.000 +0100;"";;"";;2;3;0.2;13.592;
31605;2021-11-17 07:39:09.000 +0100;;{0.2,13.532,NULL};2021-11-17 07:39:09.000 +0100;"";;"";;2;3;0.2;13.532;
31616;2021-11-17 07:54:16.000 +0100;;{0.2,13.532,NULL};2021-11-17 07:54:16.000 +0100;"";;"";;2;3;0.2;13.532;
31628;2021-11-17 08:09:24.000 +0100;;{0.2,13.592,NULL};2021-11-17 08:09:24.000 +0100;"";;"";;2;3;0.2;13.592;
31639;2021-11-17 08:24:32.000 +0100;;{0.2,13.532,NULL};2021-11-17 08:24:32.000 +0100;"";;"";;2;3;0.2;13.532;
31651;2021-11-17 08:39:40.000 +0100;;{0.15,13.532,100.0};2021-11-17 08:39:40.000 +0100;"";;"";;2;3;0.15;13.532;100.0
31662;2021-11-17 08:54:49.000 +0100;;{0.2,13.532,NULL};2021-11-17 08:54:49.000 +0100;"";;"";;2;3;0.2;13.532;
512955;2023-01-18 11:44:32.000 +0100;;{18.203,0.2,NULL};2023-01-18 11:44:32.000 +0100;"";;"";;2;3;18.203;0.2;
512964;2023-01-18 11:59:41.000 +0100;;{18.443,0.2,NULL};2023-01-18 11:59:41.000 +0100;"";;"";;2;3;18.443;0.2;
512973;2023-01-18 12:14:50.000 +0100;;{18.323,0.2,100.0};2023-01-18 12:14:50.000 +0100;"";;"";;2;3;18.323;0.2;100.0
512981;2023-01-18 12:29:58.000 +0100;;{18.263,0.2,NULL};2023-01-18 12:29:58.000 +0100;"";;"";;2;3;18.263;0.2;
512990;2023-01-18 12:45:07.000 +0100;;{18.083,0.2,NULL};2023-01-18 12:45:07.000 +0100;"";;"";;2;3;18.083;0.2;
512999;2023-01-18 13:00:16.000 +0100;;{18.023,0.2,NULL};2023-01-18 13:00:16.000 +0100;"";;"";;2;3;18.023;0.2;
513008;2023-01-18 13:15:35.000 +0100;;{17.904,0.2,NULL};2023-01-18 13:15:35.000 +0100;"";;"";;2;3;17.904;0.2;
513009;2023-01-18 13:15:51.000 +0100;;{17.904,0.2,NULL};2023-01-18 13:15:51.000 +0100;"";;"";;2;3;17.904;0.2;
513018;2023-01-18 13:30:58.000 +0100;;{17.964,0.2,NULL};2023-01-18 13:30:58.000 +0100;"";;"";;2;3;17.964;0.2;
513027;2023-01-18 13:46:07.000 +0100;;{18.443,0.2,NULL};2023-01-18 13:46:07.000 +0100;"";;"";;2;3;18.443;0.2;
513029;2023-01-18 13:46:40.000 +0100;;{18.443,0.2,NULL};2023-01-18 13:46:40.000 +0100;"";;"";;2;3;18.443;0.2;
513038;2023-01-18 14:01:48.000 +0100;;{18.802,0.2,NULL};2023-01-18 14:01:48.000 +0100;"";;"";;2;3;18.802;0.2;
513048;2023-01-18 14:16:57.000 +0100;;{18.862,0.2,NULL};2023-01-18 14:16:57.000 +0100;"";;"";;2;3;18.862;0.2;
513058;2023-01-18 14:32:22.000 +0100;;{18.682,0.2,NULL};2023-01-18 14:32:22.000 +0100;"";;"";;2;3;18.682;0.2;
513060;2023-01-18 14:32:42.000 +0100;;{18.682,0.2,NULL};2023-01-18 14:32:42.000 +0100;"";;"";;2;3;18.682;0.2;
513069;2023-01-18 14:47:51.000 +0100;;{18.742,0.2,NULL};2023-01-18 14:47:51.000 +0100;"";;"";;2;3;18.742;0.2;
513070;2023-01-18 14:48:04.000 +0100;;{18.742,0.2,NULL};2023-01-18 14:48:04.000 +0100;"";;"";;2;3;18.742;0.2;
513080;2023-01-18 15:03:11.000 +0100;;{19.041,0.2,NULL};2023-01-18 15:03:11.000 +0100;"";;"";;2;3;19.041;0.2;
513089;2023-01-18 15:18:20.000 +0100;;{18.922,0.2,NULL};2023-01-18 15:18:20.000 +0100;"";;"";;2;3;18.922;0.2;
513098;2023-01-18 15:33:29.000 +0100;;{18.802,0.2,100.0};2023-01-18 15:33:29.000 +0100;"";;"";;2;3;18.802;0.2;100.0
513107;2023-01-18 15:48:36.000 +0100;;{18.802,0.2,NULL};2023-01-18 15:48:36.000 +0100;"";;"";;2;3;18.802;0.2;
513116;2023-01-18 16:03:45.000 +0100;;{18.742,0.2,NULL};2023-01-18 16:03:45.000 +0100;"";;"";;2;3;18.742;0.2;
513125;2023-01-18 16:18:53.000 +0100;;{18.622,0.2,NULL};2023-01-18 16:18:53.000 +0100;"";;"";;2;3;18.622;0.2;
513128;2023-01-18 16:19:12.000 +0100;;{18.622,0.2,NULL};2023-01-18 16:19:12.000 +0100;"";;"";;2;3;18.622;0.2;
513129;2023-01-18 16:19:30.000 +0100;;{18.622,0.2,NULL};2023-01-18 16:19:30.000 +0100;"";;"";;2;3;18.622;0.2;
513138;2023-01-18 16:34:51.000 +0100;;{18.622,0.2,NULL};2023-01-18 16:34:51.000 +0100;"";;"";;2;3;18.622;0.2;
513148;2023-01-18 16:49:58.000 +0100;;{18.622,0.2,NULL};2023-01-18 16:49:58.000 +0100;"";;"";;2;3;18.622;0.2;
513157;2023-01-18 17:05:07.000 +0100;;{18.622,0.2,NULL};2023-01-18 17:05:07.000 +0100;"";;"";;2;3;18.622;0.2;
513167;2023-01-18 17:20:34.000 +0100;;{18.502,0.2,100.0};2023-01-18 17:20:34.000 +0100;"";;"";;2;3;18.502;0.2;100.0
513168;2023-01-18 17:20:46.000 +0100;;{18.502,0.2,100.0};2023-01-18 17:20:46.000 +0100;"";;"";;2;3;18.502;0.2;100.0
513177;2023-01-18 17:35:51.000 +0100;;{18.622,0.2,NULL};2023-01-18 17:35:51.000 +0100;"";;"";;2;3;18.622;0.2;
513178;2023-01-18 17:36:04.000 +0100;;{18.622,0.2,NULL};2023-01-18 17:36:04.000 +0100;"";;"";;2;3;18.622;0.2;
513188;2023-01-18 17:51:13.000 +0100;;{18.502,0.2,NULL};2023-01-18 17:51:13.000 +0100;"";;"";;2;3;18.502;0.2;
513197;2023-01-18 18:06:21.000 +0100;;{18.502,0.2,NULL};2023-01-18 18:06:21.000 +0100;"";;"";;2;3;18.502;0.2;
513206;2023-01-18 18:21:30.000 +0100;;{18.443,0.2,NULL};2023-01-18 18:21:30.000 +0100;"";;"";;2;3;18.443;0.2;
513215;2023-01-18 18:36:37.000 +0100;;{18.443,0.2,NULL};2023-01-18 18:36:37.000 +0100;"";;"";;2;3;18.443;0.2;
513224;2023-01-18 18:52:05.000 +0100;;{18.443,0.2,NULL};2023-01-18 18:52:05.000 +0100;"";;"";;2;3;18.443;0.2;
513233;2023-01-18 19:07:14.000 +0100;;{18.443,0.2,NULL};2023-01-18 19:07:14.000 +0100;"";;"";;2;3;18.443;0.2;
513242;2023-01-18 19:22:21.000 +0100;;{18.443,0.2,NULL};2023-01-18 19:22:21.000 +0100;"";;"";;2;3;18.443;0.2;
513251;2023-01-18 19:37:30.000 +0100;;{18.443,0.2,NULL};2023-01-18 19:37:30.000 +0100;"";;"";;2;3;18.443;0.2;
513260;2023-01-18 19:52:37.000 +0100;;{18.443,0.2,NULL};2023-01-18 19:52:37.000 +0100;"";;"";;2;3;18.443;0.2;
513269;2023-01-18 20:07:46.000 +0100;;{18.443,0.2,NULL};2023-01-18 20:07:46.000 +0100;"";;"";;2;3;18.443;0.2;
513278;2023-01-18 20:22:54.000 +0100;;{18.443,0.2,NULL};2023-01-18 20:22:54.000 +0100;"";;"";;2;3;18.443;0.2;
513287;2023-01-18 20:38:02.000 +0100;;{18.443,0.2,NULL};2023-01-18 20:38:02.000 +0100;"";;"";;2;3;18.443;0.2;
513296;2023-01-18 20:53:11.000 +0100;;{18.502,0.2,NULL};2023-01-18 20:53:11.000 +0100;"";;"";;2;3;18.502;0.2;
513305;2023-01-18 21:08:19.000 +0100;;{18.502,0.2,NULL};2023-01-18 21:08:19.000 +0100;"";;"";;2;3;18.502;0.2;
513314;2023-01-18 21:23:27.000 +0100;;{18.502,0.2,100.0};2023-01-18 21:23:27.000 +0100;"";;"";;2;3;18.502;0.2;100.0
513323;2023-01-18 21:38:47.000 +0100;;{18.502,0.2,NULL};2023-01-18 21:38:47.000 +0100;"";;"";;2;3;18.502;0.2;
513333;2023-01-18 21:53:56.000 +0100;;{18.562,0.2,NULL};2023-01-18 21:53:56.000 +0100;"";;"";;2;3;18.562;0.2;
513342;2023-01-18 22:09:04.000 +0100;;{18.502,0.2,NULL};2023-01-18 22:09:04.000 +0100;"";;"";;2;3;18.502;0.2;
513351;2023-01-18 22:24:24.000 +0100;;{18.502,0.2,NULL};2023-01-18 22:24:24.000 +0100;"";;"";;2;3;18.502;0.2;
513360;2023-01-18 22:39:33.000 +0100;;{18.562,0.2,NULL};2023-01-18 22:39:33.000 +0100;"";;"";;2;3;18.562;0.2;
513369;2023-01-18 22:54:41.000 +0100;;{18.562,0.2,NULL};2023-01-18 22:54:41.000 +0100;"";;"";;2;3;18.562;0.2;
513378;2023-01-18 23:09:50.000 +0100;;{18.562,0.2,NULL};2023-01-18 23:09:50.000 +0100;"";;"";;2;3;18.562;0.2;
513388;2023-01-18 23:24:57.000 +0100;;{18.622,0.2,100.0};2023-01-18 23:24:57.000 +0100;"";;"";;2;3;18.622;0.2;100.0
513397;2023-01-18 23:40:06.000 +0100;;{18.622,0.2,NULL};2023-01-18 23:40:06.000 +0100;"";;"";;2;3;18.622;0.2;
513406;2023-01-18 23:55:14.000 +0100;;{18.622,0.2,NULL};2023-01-18 23:55:14.000 +0100;"";;"";;2;3;18.622;0.2;
513415;2023-01-19 00:10:22.000 +0100;;{18.622,0.2,NULL};2023-01-19 00:10:22.000 +0100;"";;"";;2;3;18.622;0.2;
513424;2023-01-19 00:25:30.000 +0100;;{18.622,0.15,NULL};2023-01-19 00:25:30.000 +0100;"";;"";;2;3;18.622;0.15;
513433;2023-01-19 00:40:39.000 +0100;;{18.622,0.2,NULL};2023-01-19 00:40:39.000 +0100;"";;"";;2;3;18.622;0.2;
513442;2023-01-19 00:55:47.000 +0100;;{18.622,0.2,NULL};2023-01-19 00:55:47.000 +0100;"";;"";;2;3;18.622;0.2;
513451;2023-01-19 01:10:55.000 +0100;;{18.622,0.2,NULL};2023-01-19 01:10:55.000 +0100;"";;"";;2;3;18.622;0.2;
513460;2023-01-19 01:26:03.000 +0100;;{18.622,0.2,NULL};2023-01-19 01:26:03.000 +0100;"";;"";;2;3;18.622;0.2;
513469;2023-01-19 01:41:12.000 +0100;;{18.622,0.2,NULL};2023-01-19 01:41:12.000 +0100;"";;"";;2;3;18.622;0.2;
513478;2023-01-19 01:56:20.000 +0100;;{18.622,0.2,100.0};2023-01-19 01:56:20.000 +0100;"";;"";;2;3;18.622;0.2;100.0
513487;2023-01-19 02:11:39.000 +0100;;{18.682,0.2,NULL};2023-01-19 02:11:39.000 +0100;"";;"";;2;3;18.682;0.2;
513496;2023-01-19 02:26:49.000 +0100;;{18.622,0.2,NULL};2023-01-19 02:26:49.000 +0100;"";;"";;2;3;18.622;0.2;
513505;2023-01-19 02:41:56.000 +0100;;{18.682,0.2,NULL};2023-01-19 02:41:56.000 +0100;"";;"";;2;3;18.682;0.2;
513513;2023-01-19 02:57:05.000 +0100;;{18.622,0.2,NULL};2023-01-19 02:57:05.000 +0100;"";;"";;2;3;18.622;0.2;
513522;2023-01-19 03:12:12.000 +0100;;{18.622,0.2,NULL};2023-01-19 03:12:12.000 +0100;"";;"";;2;3;18.622;0.2;
513531;2023-01-19 03:27:20.000 +0100;;{18.622,0.2,NULL};2023-01-19 03:27:20.000 +0100;"";;"";;2;3;18.622;0.2;
513540;2023-01-19 03:42:29.000 +0100;;{18.622,0.2,NULL};2023-01-19 03:42:29.000 +0100;"";;"";;2;3;18.622;0.2;
513550;2023-01-19 03:57:56.000 +0100;;{18.622,0.2,NULL};2023-01-19 03:57:56.000 +0100;"";;"";;2;3;18.622;0.2;
513551;2023-01-19 03:58:07.000 +0100;;{18.622,0.2,NULL};2023-01-19 03:58:07.000 +0100;"";;"";;2;3;18.622;0.2;
513561;2023-01-19 04:13:14.000 +0100;;{18.682,0.2,NULL};2023-01-19 04:13:14.000 +0100;"";;"";;2;3;18.682;0.2;
513570;2023-01-19 04:28:38.000 +0100;;{18.622,0.2,NULL};2023-01-19 04:28:38.000 +0100;"";;"";;2;3;18.622;0.2;
513579;2023-01-19 04:43:47.000 +0100;;{18.742,0.2,NULL};2023-01-19 04:43:47.000 +0100;"";;"";;2;3;18.742;0.2;
513588;2023-01-19 04:58:55.000 +0100;;{18.682,0.2,NULL};2023-01-19 04:58:55.000 +0100;"";;"";;2;3;18.682;0.2;
513597;2023-01-19 05:14:02.000 +0100;;{18.622,0.2,NULL};2023-01-19 05:14:02.000 +0100;"";;"";;2;3;18.622;0.2;
513606;2023-01-19 05:29:11.000 +0100;;{18.682,0.2,NULL};2023-01-19 05:29:11.000 +0100;"";;"";;2;3;18.682;0.2;
513615;2023-01-19 05:44:19.000 +0100;;{18.682,0.2,NULL};2023-01-19 05:44:19.000 +0100;"";;"";;2;3;18.682;0.2;
513624;2023-01-19 05:59:28.000 +0100;;{18.682,0.2,100.0};2023-01-19 05:59:28.000 +0100;"";;"";;2;3;18.682;0.2;100.0
513633;2023-01-19 06:14:47.000 +0100;;{18.682,0.2,NULL};2023-01-19 06:14:47.000 +0100;"";;"";;2;3;18.682;0.2;
513642;2023-01-19 06:29:56.000 +0100;;{18.682,0.2,NULL};2023-01-19 06:29:56.000 +0100;"";;"";;2;3;18.682;0.2;
513651;2023-01-19 06:45:03.000 +0100;;{18.682,0.2,NULL};2023-01-19 06:45:03.000 +0100;"";;"";;2;3;18.682;0.2;
513660;2023-01-19 07:00:28.000 +0100;;{18.682,0.2,NULL};2023-01-19 07:00:28.000 +0100;"";;"";;2;3;18.682;0.2;
513669;2023-01-19 07:15:36.000 +0100;;{18.802,0.2,NULL};2023-01-19 07:15:36.000 +0100;"";;"";;2;3;18.802;0.2;
513678;2023-01-19 07:30:44.000 +0100;;{18.802,0.2,NULL};2023-01-19 07:30:44.000 +0100;"";;"";;2;3;18.802;0.2;
513687;2023-01-19 07:46:05.000 +0100;;{18.802,0.2,NULL};2023-01-19 07:46:05.000 +0100;"";;"";;2;3;18.802;0.2;
513696;2023-01-19 08:01:13.000 +0100;;{18.742,0.2,NULL};2023-01-19 08:01:13.000 +0100;"";;"";;2;3;18.742;0.2;
513705;2023-01-19 08:16:21.000 +0100;;{18.622,0.2,NULL};2023-01-19 08:16:21.000 +0100;"";;"";;2;3;18.622;0.2;
513714;2023-01-19 08:31:30.000 +0100;;{18.682,0.2,NULL};2023-01-19 08:31:30.000 +0100;"";;"";;2;3;18.682;0.2;
513715;2023-01-19 08:31:41.000 +0100;;{18.682,0.2,NULL};2023-01-19 08:31:41.000 +0100;"";;"";;2;3;18.682;0.2;
513724;2023-01-19 08:46:50.000 +0100;;{18.802,0.2,NULL};2023-01-19 08:46:50.000 +0100;"";;"";;2;3;18.802;0.2;
513733;2023-01-19 09:01:58.000 +0100;;{18.862,0.2,NULL};2023-01-19 09:01:58.000 +0100;"";;"";;2;3;18.862;0.2;
513742;2023-01-19 09:17:06.000 +0100;;{18.982,0.2,NULL};2023-01-19 09:17:06.000 +0100;"";;"";;2;3;18.982;0.2;
513752;2023-01-19 09:32:34.000 +0100;;{19.101,0.2,NULL};2023-01-19 09:32:34.000 +0100;"";;"";;2;3;19.101;0.2;
513761;2023-01-19 09:47:42.000 +0100;;{19.341,0.2,100.0};2023-01-19 09:47:42.000 +0100;"";;"";;2;3;19.341;0.2;100.0
513770;2023-01-19 10:03:08.000 +0100;;{19.461,0.2,NULL};2023-01-19 10:03:08.000 +0100;"";;"";;2;3;19.461;0.2;
513779;2023-01-19 10:18:17.000 +0100;;{19.461,0.2,NULL};2023-01-19 10:18:17.000 +0100;"";;"";;2;3;19.461;0.2;
513789;2023-01-19 10:33:24.000 +0100;;{19.401,0.2,NULL};2023-01-19 10:33:24.000 +0100;"";;"";;2;3;19.401;0.2;
513798;2023-01-19 10:48:32.000 +0100;;{19.341,0.2,NULL};2023-01-19 10:48:32.000 +0100;"";;"";;2;3;19.341;0.2;
513807;2023-01-19 11:03:56.000 +0100;;{19.281,0.2,NULL};2023-01-19 11:03:56.000 +0100;"";;"";;2;3;19.281;0.2;
513816;2023-01-19 11:19:04.000 +0100;;{19.461,0.2,NULL};2023-01-19 11:19:04.000 +0100;"";;"";;2;3;19.461;0.2;
513825;2023-01-19 11:34:12.000 +0100;;{18.922,0.2,NULL};2023-01-19 11:34:12.000 +0100;"";;"";;2;3;18.922;0.2;
513835;2023-01-19 11:49:20.000 +0100;;{19.281,0.2,100.0};2023-01-19 11:49:20.000 +0100;"";;"";;2;3;19.281;0.2;100.0
513843;2023-01-19 12:04:29.000 +0100;;{19.281,0.2,NULL};2023-01-19 12:04:29.000 +0100;"";;"";;2;3;19.281;0.2;
513852;2023-01-19 12:19:37.000 +0100;;{19.401,0.2,NULL};2023-01-19 12:19:37.000 +0100;"";;"";;2;3;19.401;0.2;
513863;2023-01-19 12:34:56.000 +0100;;{19.281,0.2,NULL};2023-01-19 12:34:56.000 +0100;"";;"";;2;3;19.281;0.2;
513873;2023-01-19 12:50:04.000 +0100;;{19.281,0.2,NULL};2023-01-19 12:50:04.000 +0100;"";;"";;2;3;19.281;0.2;
513882;2023-01-19 13:05:13.000 +0100;;{19.281,0.2,NULL};2023-01-19 13:05:13.000 +0100;"";;"";;2;3;19.281;0.2;
513891;2023-01-19 13:20:20.000 +0100;;{19.281,0.2,NULL};2023-01-19 13:20:20.000 +0100;"";;"";;2;3;19.281;0.2;
513900;2023-01-19 13:35:29.000 +0100;;{19.281,0.2,NULL};2023-01-19 13:35:29.000 +0100;"";;"";;2;3;19.281;0.2;
513913;2023-01-19 13:50:38.000 +0100;;{18.922,0.2,NULL};2023-01-19 13:50:38.000 +0100;"";;"";;2;3;18.922;0.2;
513924;2023-01-19 14:05:45.000 +0100;;{19.221,0.2,100.0};2023-01-19 14:05:45.000 +0100;"";;"";;2;3;19.221;0.2;100.0
513933;2023-01-19 14:21:13.000 +0100;;{19.281,0.2,NULL};2023-01-19 14:21:13.000 +0100;"";;"";;2;3;19.281;0.2;
513942;2023-01-19 14:36:23.000 +0100;;{19.341,0.2,NULL};2023-01-19 14:36:23.000 +0100;"";;"";;2;3;19.341;0.2;
513952;2023-01-19 14:51:31.000 +0100;;{19.341,0.2,NULL};2023-01-19 14:51:31.000 +0100;"";;"";;2;3;19.341;0.2;
513962;2023-01-19 15:06:38.000 +0100;;{19.7,0.2,NULL};2023-01-19 15:06:38.000 +0100;"";;"";;2;3;19.7;0.2;
513971;2023-01-19 15:21:46.000 +0100;;{19.64,0.2,NULL};2023-01-19 15:21:46.000 +0100;"";;"";;2;3;19.64;0.2;
513980;2023-01-19 15:36:55.000 +0100;;{20.179,0.2,NULL};2023-01-19 15:36:55.000 +0100;"";;"";;2;3;20.179;0.2;
513990;2023-01-19 15:52:03.000 +0100;;{20.718,0.2,NULL};2023-01-19 15:52:03.000 +0100;"";;"";;2;3;20.718;0.2;
513999;2023-01-19 16:07:11.000 +0100;;{21.676,0.2,NULL};2023-01-19 16:07:11.000 +0100;"";;"";;2;3;21.676;0.2;
514009;2023-01-19 16:22:19.000 +0100;;{21.556,0.2,100.0};2023-01-19 16:22:19.000 +0100;"";;"";;2;3;21.556;0.2;100.0
514020;2023-01-19 16:37:28.000 +0100;;{20.958,0.2,NULL};2023-01-19 16:37:28.000 +0100;"";;"";;2;3;20.958;0.2;
514029;2023-01-19 16:52:36.000 +0100;;{20.598,0.2,NULL};2023-01-19 16:52:36.000 +0100;"";;"";;2;3;20.598;0.2;
514038;2023-01-19 17:07:44.000 +0100;;{20.419,0.2,NULL};2023-01-19 17:07:44.000 +0100;"";;"";;2;3;20.419;0.2;
514047;2023-01-19 17:23:10.000 +0100;;{20.239,0.2,NULL};2023-01-19 17:23:10.000 +0100;"";;"";;2;3;20.239;0.2;
514056;2023-01-19 17:38:18.000 +0100;;{20.059,0.2,NULL};2023-01-19 17:38:18.000 +0100;"";;"";;2;3;20.059;0.2;
514065;2023-01-19 17:53:40.000 +0100;;{19.94,0.2,NULL};2023-01-19 17:53:40.000 +0100;"";;"";;2;3;19.94;0.2;
514074;2023-01-19 18:08:49.000 +0100;;{19.76,0.2,NULL};2023-01-19 18:08:49.000 +0100;"";;"";;2;3;19.76;0.2;
514084;2023-01-19 18:23:57.000 +0100;;{19.76,0.2,100.0};2023-01-19 18:23:57.000 +0100;"";;"";;2;3;19.76;0.2;100.0
514094;2023-01-19 18:39:05.000 +0100;;{19.7,0.2,NULL};2023-01-19 18:39:05.000 +0100;"";;"";;2;3;19.7;0.2;
514103;2023-01-19 18:54:14.000 +0100;;{19.64,0.2,NULL};2023-01-19 18:54:14.000 +0100;"";;"";;2;3;19.64;0.2;
514112;2023-01-19 19:09:23.000 +0100;;{19.58,0.2,NULL};2023-01-19 19:09:23.000 +0100;"";;"";;2;3;19.58;0.2;
514121;2023-01-19 19:24:30.000 +0100;;{19.52,0.2,NULL};2023-01-19 19:24:30.000 +0100;"";;"";;2;3;19.52;0.2;
514130;2023-01-19 19:39:51.000 +0100;;{19.461,0.2,NULL};2023-01-19 19:39:51.000 +0100;"";;"";;2;3;19.461;0.2;
514139;2023-01-19 19:54:59.000 +0100;;{19.461,0.2,NULL};2023-01-19 19:54:59.000 +0100;"";;"";;2;3;19.461;0.2;
514148;2023-01-19 20:10:07.000 +0100;;{19.461,0.2,NULL};2023-01-19 20:10:07.000 +0100;"";;"";;2;3;19.461;0.2;
514157;2023-01-19 20:25:32.000 +0100;;{19.401,0.2,NULL};2023-01-19 20:25:32.000 +0100;"";;"";;2;3;19.401;0.2;
514158;2023-01-19 20:25:50.000 +0100;;{19.401,0.2,NULL};2023-01-19 20:25:50.000 +0100;"";;"";;2;3;19.401;0.2;
514167;2023-01-19 20:41:01.000 +0100;;{19.341,0.2,NULL};2023-01-19 20:41:01.000 +0100;"";;"";;2;3;19.341;0.2;
514176;2023-01-19 20:56:09.000 +0100;;{19.341,0.2,NULL};2023-01-19 20:56:09.000 +0100;"";;"";;2;3;19.341;0.2;
514187;2023-01-19 21:11:36.000 +0100;;{19.341,0.2,NULL};2023-01-19 21:11:36.000 +0100;"";;"";;2;3;19.341;0.2;
514196;2023-01-19 21:26:45.000 +0100;;{19.281,0.2,NULL};2023-01-19 21:26:45.000 +0100;"";;"";;2;3;19.281;0.2;
514205;2023-01-19 21:41:53.000 +0100;;{19.281,0.2,NULL};2023-01-19 21:41:53.000 +0100;"";;"";;2;3;19.281;0.2;
514215;2023-01-19 21:57:01.000 +0100;;{19.281,0.2,NULL};2023-01-19 21:57:01.000 +0100;"";;"";;2;3;19.281;0.2;
514224;2023-01-19 22:12:10.000 +0100;;{19.281,0.2,NULL};2023-01-19 22:12:10.000 +0100;"";;"";;2;3;19.281;0.2;
514233;2023-01-19 22:27:18.000 +0100;;{19.281,0.2,100.0};2023-01-19 22:27:18.000 +0100;"";;"";;2;3;19.281;0.2;100.0
514242;2023-01-19 22:42:26.000 +0100;;{19.281,0.2,NULL};2023-01-19 22:42:26.000 +0100;"";;"";;2;3;19.281;0.2;
514251;2023-01-19 22:57:50.000 +0100;;{19.221,0.2,NULL};2023-01-19 22:57:50.000 +0100;"";;"";;2;3;19.221;0.2;
